timestamp,run_name,checkpoint,eval_file,n_examples,rouge1,rouge2,rougeL,bleu1,bleu2,bertscore_f1,minicheck,mem_gamma_mean,mem_memory_norm,output_dir,notes
2026-03-26 15:11,checkup_5examples,runs/mimic_v1/best_ckpt,Datasets/mimic_eval.jsonl,5,0.22613322243583295,0.07344024983256524,0.13139383994925652,0.08099148647887736,0.03586817931175804,0.8147794604301453,,0.09644209742546081,9.297293090820313,results/checkup_run,pipeline checkup run
2026-03-26 15:39,full,full,runs/mimic_v1/best_ckpt,Datasets/mimic_eval.jsonl,5,0.2768560085945503,0.06699039962514979,0.14943426813413238,0.13419635943176791,0.05634190646036302,0.8015478253364563,,0.09644209742546081,9.297293090820313,results/ablation_study/full,ablation=full
2026-03-26 15:39,no_memory,no_memory,runs/mimic_v1/best_ckpt,Datasets/mimic_eval.jsonl,5,0.21966354166902757,0.09131030410722131,0.13797403364179445,0.06921853601203366,0.037372231898455184,0.812447190284729,,0.0,0.0,results/ablation_study/no_memory,ablation=no_memory
2026-03-26 15:40,fixed_gate,fixed_gate,runs/mimic_v1/best_ckpt,Datasets/mimic_eval.jsonl,5,0.2662861322818522,0.08356286971164557,0.15525657204504548,0.11327019471212688,0.05573276598799888,0.8111468553543091,,0.5,9.328182220458984,results/ablation_study/fixed_gate,ablation=fixed_gate
2026-03-26 15:40,no_phase2_update,no_phase2_update,runs/mimic_v1/best_ckpt,Datasets/mimic_eval.jsonl,5,0.26573438714133,0.09753367806695598,0.1624748879671219,0.10241536716201902,0.05603603738850754,0.819654643535614,,0.09644209742546081,9.297293090820313,results/ablation_study/no_phase2_update,ablation=no_phase2_update
2026-03-27 12:56,mimic_v1_best_test,full,runs/mimic_v1/best_ckpt,Datasets/mimic_test.jsonl,20,0.2552199604241844,0.06461073203574387,0.13414047998027817,0.12233116594324267,0.058300226250325084,0.559240460395813,,0.0965179655700922,9.288978672027588,results/full_eval,full eval on test set
2026-03-27 12:59,full,full,runs/mimic_v1/best_ckpt,Datasets/mimic_test.jsonl,20,0.25666660323410684,0.05581667322055502,0.1338940299209154,0.14171848258851466,0.06278813478362313,0.544847309589386,,0.0965179655700922,9.288978672027588,results/ablation_study_test/full,ablation=full
2026-03-27 13:01,fixed_gate,fixed_gate,runs/mimic_v1/best_ckpt,Datasets/mimic_test.jsonl,20,0.2600124715185748,0.0600510634618418,0.14437875940272588,0.11590965532963786,0.05360005329834007,0.5438109636306763,,0.5,9.168936157226563,results/ablation_study_test/fixed_gate,ablation=fixed_gate
2026-03-27 13:03,no_phase2_update,no_phase2_update,runs/mimic_v1/best_ckpt,Datasets/mimic_test.jsonl,20,0.2435379132590246,0.05124462623338656,0.1253476655488403,0.12387107682940805,0.053605685022824354,0.5385991334915161,,0.0965179655700922,9.288978672027588,results/ablation_study_test/no_phase2_update,ablation=no_phase2_update
2026-03-27 13:06,no_memory,no_memory,runs/mimic_v1/best_ckpt,Datasets/mimic_test.jsonl,20,0.2152206660428279,0.04412005380601229,0.12112716646502494,0.11029765007961526,0.0415127485692018,0.5343720316886902,,0.0,0.0,results/ablation_study_test/no_memory,ablation=no_memory
